Code,ICAO_Found
LGBL,1
LGEL,1
LGHI,1
LGIO,1
LGIR,1
LGKA,1
LGKC,1
LGKF,1
LGKL,1
LGKM,1
LGKO,1
LGKP,1
LGKR,1
LGKS,0
LGKV,1
LGKZ,1
LGLE,0
LGLM,1
LGLR,1
LGMG,1
LGMK,1
LGMR,0
LGMT,1
LGPZ,1
LGRD,0
LGRP,1
LGRX,1
LGSA,1
LGSK,1
LGSM,1
LGSO,1
LGSP,1
LGSR,1
LGST,0
LGSV,1
LGSY,1
LGTG,0
LGTL,0
LGTP,1
LGTS,1
LGTT,0
LGZA,1
LHBP,1
LHDC,1
LHGD,0
LHKE,1
LHKV,0
LHNY,0
LHOY,0
LHPA,1
LHSA,0
LHSK,0
LHSM,1
LHSN,1
LHTA,0
LHTL,0
LIBA,0
LIBC,1
LIBD,1
LIBF,1
LIBG,1
LIBN,1
LIBP,1
LIBR,1
LIBV,1
LICA,1
LICC,1
LICD,1
LICG,1
LICJ,1
LICP,0
LICR,1
LICT,1
LICZ,1
LIEA,1
LIED,1
LIEE,1
LIEO,1
LIET,0
LIIB,0
LIMA,1
LIMB,1
LIMC,1
LIME,1
LIMF,1
LIMG,1
LIMJ,1
LIML,1
LIMN,0
LIMP,1
LIMS,1
LIMW,0
LIMZ,1
LIPA,0
LIPB,1
LIPC,1
LIPE,1
LIPH,1
LIPI,0
LIPK,1
LIPL,1
LIPN,0
LIPO,1
LIPQ,1
LIPR,1
LIPS,1
LIPT,0
LIPU,0
LIPX,1
LIPZ,1
LIQS,0
LIRA,1
LIRE,1
LIRF,1
LIRG,0
LIRI,1
LIRJ,0
LIRL,1
LIRM,1
LIRN,1
LIRP,1
LIRQ,1
LIRS,1
LIRU,1
LIRV,1
LIRZ,1
LJCE,1
LJLJ,1
LJMB,1
LJPZ,1
LJSG,0
LKCS,1
LKCT,1
LKCV,1
LKHK,1
LKKB,1
LKKU,0
LKKV,1
LKLN,1
LKMH,0
LKMT,1
LKNA,1
LKPD,1
LKPM,1
LKPO,1
LKPR,1
LKSO,1
LKTB,1
LKVO,0
LLBG,1
LLBS,0
LLEK,0
LLES,1
LLET,1
LLEY,0
LLHA,1
LLHS,0
LLIB,1
LLJR,0
LLLL,0
LLMG,1
LLMZ,0
LLNV,0
LLOV,1
LLRD,0
LLRM,0
LLSD,1
LMML,1
LMMM,0
LOAN,0
LOLW,0
LOWG,1
LOWI,1
LOWK,1
LOWL,1
LOWM,0
LOWS,1
LOWW,1
LOXG,0
LOXK,0
LOXL,0
LOXT,0
LOXZ,1
LPAR,0
LPAZ,1
LPBG,1
LPBJ,1
LPBR,1
LPCO,0
LPCS,0
LPCV,0
LPEV,1
LPFL,1
LPFR,1
LPGR,0
LPHR,1
LPIN,0
LPLA,1
LPMG,0
LPMR,1
LPMT,1
LPOV,1
LPPD,1
LPPI,0
LPPM,1
LPPR,1
LPPS,1
LPPT,1
LPSJ,1
LPST,0
LPTN,0
LPVR,1
LPVZ,0
LQBK,1
LQMO,1
LQSA,1
LRAR,1
LRBC,1
LRBM,1
LRBS,1
LRCK,1
LRCL,1
LRCS,1
LRCV,1
LRIA,1
LROD,1
LROP,1
LRSB,1
LRSM,1
LRSV,1
LRTC,1
LRTM,1
LRTR,1
LSAZ,0
LSGC,1
LSGG,1
LSGK,0
LSGS,1
LSMA,1
LSMC,0
LSMD,1
LSME,1
LSMF,1
LSMI,1
LSMJ,1
LSMM,1
LSMN,0
LSMP,1
LSMU,0
LSSW,0
LSZA,1
LSZB,1
LSZG,1
LSZH,1
LSZR,1
LSZS,1
LTAA,0
LTAB,0
LTAC,1
LTAD,0
LTAE,0
LTAF,1
LTAG,1
LTAH,0
LTAI,1
LTAJ,1
LTAK,1
LTAL,1
LTAN,1
LTAP,1
LTAQ,0
LTAR,1
LTAS,1
LTAT,1
LTAU,1
LTAV,0
LTAW,1
LTAX,1
LTAY,1
LTAZ,1
LTBA,1
LTBD,1
LTBE,1
LTBF,1
LTBG,1
LTBH,1
LTBI,1
LTBJ,1
LTBK,0
LTBL,0
LTBM,1
LTBN,0
LTBO,1
LTBP,0
LTBQ,0
LTBR,1
LTBS,1
LTBT,1
LTBU,1
LTBX,0
LTBY,1
LTCA,1
LTCC,1
LTCD,1
LTCE,1
LTCF,1
LTCG,1
LTCH,1
LTCI,1
LTCJ,1
LTCK,1
LTCL,1
LTCM,1
LTFA,0
LTFB,1
LUBL,0
LUKK,1
LWOH,1
LWSK,1
LXGB,1
LYBE,1
LYPG,1
LYPR,0
LYTV,1
LYVR,1
LZIB,1
LZKZ,1
LZMC,1
LZPP,1
LZSL,1
LZTN,0
LZTT,1
LZZI,1
MBNC,1
MBPV,1
MBSC,0
MDAB,1
MDBH,1
MDCR,1
MDCZ,0
MDHE,0
MDLR,1
MDPC,1
MDPP,1
MDSD,1
MDSI,1
MDST,1
MGBN,0
MGCB,1
MGGT,1
MGPB,1
MGPP,0
MGQZ,1
MGRT,1
MGSJ,1
MHIC,0
MHLC,1
MHLM,1
MHNJ,0
MHPL,1
MHRO,1
MHTE,1
MHTG,1
MHTJ,0
MKBS,1
MKJP,1
MKJS,1
MKKJ,1
MKTP,1
MMAA,1
MMAN,1
MMAS,1
MMBT,1
MMCB,1
MMCC,1
MMCE,1
MMCG,0
MMCH,0
MMCL,1
MMCM,1
MMCN,1
MMCP,1
MMCS,1
MMCU,1
MMCV,1
MMCY,1
MMCZ,1
MMDM,0
MMDO,1
MMEP,1
MMES,0
MMGL,1
MMGM,1
MMHC,0
MMHO,1
MMIA,1
MMIM,1
MMIO,1
MMIT,1
MMJA,1
MMLC,0
MMLM,1
MMLO,1
MMLP,1
MMLT,1
MMMA,1
MMMD,1
MMML,1
MMMM,1
MMMT,1
MMMV,1
MMMX,1
MMMY,1
MMMZ,1
MMNG,0
MMNL,1
MMOX,1
MMPA,1
MMPB,1
MMPC,1
MMPE,0
MMPG,1
MMPN,1
MMPR,1
MMPS,1
MMQT,1
MMRX,1
MMSD,1
MMSF,0
MMSP,1
MMTA,0
MMTC,1
MMTG,1
MMTJ,1
MMTM,1
MMTN,0
MMTO,1
MMTP,1
MMTX,1
MMUN,1
MMVA,1
MMVR,1
MMZC,1
MMZH,1
MMZM,0
MMZO,1
MMZP,0
MNBL,1
MNBR,1
MNLN,0
MNMG,1
MNPC,1
MPBO,1
MPCH,1
MPDA,1
MPHO,0
MPJE,0
MPLP,0
MPMG,1
MPSA,1
MPTO,1
MRBA,0
MRBC,0
MRCC,1
MRCV,0
MREC,1
MRFI,0
MRFS,0
MRGF,0
MRGP,1
MRLB,1
MRLC,0
MRLM,1
MRNS,0
MROC,1
MRPD,0
MRPM,0
MRPV,1
MRQP,0
MRSG,1
MRSV,0
MSLP,1
MSSS,1
MTCH,0
MTPP,1
MUBA,0
MUBY,0
MUCA,0
MUCB,0
MUCC,1
MUCF,1
MUCL,1
MUCM,1
MUCU,1
MUFL,0
MUGM,1
MUGT,0
MUHA,1
MUHG,1
MULM,0
MUMG,0
MUML,0
MUMO,0
MUMZ,0
MUNC,0
MUNG,0
MUPB,0
MUPR,1
MUSA,0
MUSC,1
MUSJ,0
MUSL,0
MUSN,0
MUSS,1
MUTD,0
MUVR,1
MUVT,0
MWCB,1
MWCR,1
MYAB,1
MYAF,0
MYAK,0
MYAM,0
MYAN,1
MYAP,0
MYAS,0
MYAT,0
MYBC,1
MYBG,1
MYBS,0
MYCA,0
MYCB,0
MYCI,0
MYEF,0
MYEH,0
MYEM,0
MYEN,0
MYER,0
MYES,0
MYGF,1
MYGW,0
MYIG,0
MYLD,0
MYLS,0
MYMM,0
MYNN,1
MYRD,0
MYSM,0
MZBZ,1
NCAI,0
NCRG,1
NFFN,1
NFNA,1
NFNL,0
NFTF,1
NFTL,1
NFTV,1
NGFU,1
NGTA,1
NGTE,0
NIUE,1
NLWW,1
NSFA,1
NSTU,1
NTAR,0
NTAT,1
NTGA,0
NTGB,0
NTGC,0
NTGE,0
NTGF,0
NTGI,0
NTGJ,0
NTGK,0
NTGM,0
NTGN,0
NTGP,0
NTGT,0
NTGU,0
NTGV,0
NTGY,0
NTKR,0
NTMD,0
NTMN,0
NTTB,1
NTTG,0
NTTH,0
NTTM,1
NTTO,1
NTTP,0
NTTR,0
NTTX,0
NVSS,1
NVVV,1
NWWD,0
NWWK,1
NWWL,1
NWWM,0
NWWR,1
NWWU,0
NWWV,1
NWWW,1
NZAA,1
NZAP,0
NZAR,1
NZCH,1
NZCI,0
NZDN,0
NZGS,0
NZGT,0
NZHK,0
NZHN,0
NZHS,0
NZKK,0
NZKT,0
NZLX,0
NZMC,0
NZMO,0
NZMS,1
NZNP,0
NZNS,0
NZNV,0
NZOH,0
NZOU,0
NZPM,0
NZPP,0
NZQN,0
NZRO,0
NZRU,0
NZSP,1
NZTG,1
NZTU,0
NZUK,0
NZWB,0
NZWD,1
NZWF,0
NZWG,1
NZWK,0
NZWN,1
NZWO,0
NZWP,0
NZWR,0
NZWS,0
NZWU,0
OAHR,1
OAJL,0
OAKB,1
OAKN,1
OAMN,0
OAMS,1
OASD,0
OASG,0
OATQ,0
OAUZ,1
OBBI,1
OBBS,1
OEAB,1
OEAH,1
OEBA,1
OEBH,1
OEBQ,1
OEDF,1
OEDR,1
OEGN,1
OEGS,1
OEGT,1
OEHL,1
OEJB,0
OEJF,0
OEJN,1
OEKK,1
OEMA,1
OENG,1
OEPA,1
OEPC,1
OEPF,0
OEPJ,0
OERB,0
OERF,1
OERK,1
OERM,0
OERR,1
OERT,1
OESH,1
OESK,1
OESL,0
OETB,1
OETF,1
OETH,0
OETN,0
OETR,1
OEWD,1
OEWJ,1
OEYN,1
OIAA,1
OIAD,1
OIAG,1
OIAH,1
OIAI,1
OIAJ,0
OIAM,1
OIAW,1
OIBA,1
OIBB,1
OIBH,0
OIBI,0
OIBK,1
OIBL,1
OIBQ,1
OIBS,1
OIBV,1
OICC,1
OICD,0
OICI,1
OICK,1
OICS,1
OIFE,1
OIFH,0
OIFM,1
OIFP,1
OIGG,1
OIHH,1
OIHR,1
OIID,1
OIIG,1
OIII,1
OIIK,1
OIIS,1
OIKB,1
OIKJ,1
OIKK,1
OIKM,1
OIKP,1
OIKQ,1
OIKR,0
OIKY,0
OIMB,1
OIMC,1
OIMJ,0
OIMN,1
OIMT,1
OIMX,0
OINE,0
OING,1
OINM,0
OINN,1
OINR,1
OINZ,1
OISD,0
OISF,1
OISJ,1
OISL,1
OISO,0
OISR,1
OISS,1
OITL,1
OITM,1
OITP,0
OITT,1
OITZ,1
OIYY,1
OIZB,1
OIZC,1
OIZH,1
OIZI,1
OIZJ,1
OJAI,1
OJAM,1
OJAQ,1
OJJR,0
OJMF,1
OKBK,1
OLBA,1
OLKA,1
OMAA,1
OMAD,1
OMAH,0
OMAJ,0
OMAL,1
OMAM,0
OMAR,1
OMAS,0
OMAZ,0
OMDB,1
OMFJ,1
OMRK,1
OMSJ,1
OOKB,0
OOMA,1
OOMS,1
OOSA,1
OOSQ,1
OOTH,1
OPBN,0
OPBW,1
OPCH,1
OPDB,0
OPDG,0
OPDI,0
OPFA,0
OPGD,0
OPGT,0
OPJA,0
OPJI,0
OPKC,1
OPKD,0
OPKH,0
OPKN,0
OPLA,1
OPLH,0
OPMA,0
OPMF,1
OPMI,0
OPMJ,1
OPMK,0
OPMN,0
OPMR,0
OPMT,1
OPNH,1
OPNK,0
OPOK,0
OPOR,0
OPPC,0
OPPG,1
OPPI,1
OPPS,1
OPQS,0
OPQT,0
OPRK,0
OPRN,1
OPRQ,0
OPRS,0
OPRT,0
OPSD,0
OPSK,1
OPSR,1
OPSS,1
OPSU,0
OPSW,0
OPTA,0
OPTH,0
OPTU,0
OPWN,0
OPZB,0
ORBS,0
ORMM,1
OSAP,1
OSDI,1
OSDZ,1
OSKL,1
OSLK,1
OSPR,1
OTBD,1
PAAQ,1
PABA,1
PABE,1
PABI,1
PABM,0
PABR,1
PABT,1
PACD,1
PACL,1
PACV,1
PACZ,1
PADK,1
PADL,1
PADQ,1
PADU,1
PAED,1
PAEH,1
PAEI,1
PAEN,1
PAFA,1
PAFB,0
PAFR,0
PAGA,1
PAGK,1
PAGY,1
PAHO,1
PAIL,1
PAIM,1
PAJN,1
PAKN,1
PAKT,1
PALU,1
PAMC,1
PAMD,1
PAMR,1
PANC,1
PANT,1
PAOM,1
PAOR,1
PAOT,1
PAPB,1
PAPM,0
PASC,1
PASI,1
PASN,1
PASV,1
PASY,1
PATA,1
PATC,1
PATK,1
PATL,0
PAUN,1
PAVD,1
PAWT,0
PAYA,1
PCIS,0
PFYU,1
PGRO,1
PGSN,1
PGTW,0
PGUA,1
PGUM,1
PGWT,1
PHBK,1
PHDH,1
PHHI,1
PHHN,0
PHJH,1
PHKO,1
PHLI,1
PHMK,1
PHMU,0
PHNG,1
PHNL,1
PHNY,1
PHOG,1
PHSF,0
PHTO,1
PHUP,0
PJON,0
PKMA,0
PKMJ,1
PKRO,1
PKWA,1
PLCH,1
PMDY,1
POLI,0
PPIZ,1
PTKK,1
PTPN,1
PTRO,1
PTSA,0
PTYA,1
RCBS,0
RCDC,0
RCDI,0
RCFN,0
RCGI,0
RCGM,0
RCKH,1
RCKU,0
RCLG,0
RCLY,0
RCMQ,0
RCMT,0
RCNN,0
RCPO,0
RCQC,0
RCQS,0
RCRA,0
RCSQ,0
RCSS,1
RCTP,1
RCWA,0
RCYU,0
RJAA,1
RJAF,1
RJAH,1
RJAM,1
RJAW,1
RJBD,1
RJBK,1
RJCB,1
RJCC,1
RJCH,1
RJCJ,0
RJCM,1
RJCN,1
RJCO,1
RJCT,0
RJCW,1
RJDB,0
RJDC,1
RJDT,1
RJEB,1
RJEC,1
RJER,0
RJFA,0
RJFC,0
RJFE,1
RJFF,1
RJFG,1
RJFK,1
RJFM,1
RJFN,0
RJFO,1
RJFR,1
RJFT,1
RJFU,1
RJFY,1
RJFZ,0
RJKA,1
RJKB,0
RJKN,0
RJNF,0
RJNG,1
RJNH,0
RJNK,1
RJNN,0
RJNO,0
RJNT,1
RJNY,1
RJOA,1
RJOB,1
RJOC,1
RJOF,1
RJOH,1
RJOI,1
RJOK,1
RJOM,1
RJOO,1
RJOR,1
RJOS,0
RJOT,1
RJOY,1
RJOZ,1
RJSA,1
RJSC,1
RJSH,1
RJSI,1
RJSK,1
RJSM,0
RJSS,1
RJST,0
RJSY,1
RJTA,0
RJTE,0
RJTF,1
RJTH,1
RJTJ,0
RJTK,0
RJTL,0
RJTO,1
RJTQ,0
RJTR,0
RJTT,1
RJTY,1
RKJJ,0
RKJK,1
RKJM,0
RKJU,0
RKJY,0
RKNC,1
RKND,0
RKNN,0
RKNW,1
RKNY,1
RKPC,1
RKPE,0
RKPK,1
RKPP,1
RKPS,0
RKPU,1
RKSG,1
RKSM,1
RKSO,1
RKSS,1
RKSW,0
RKTH,0
RKTJ,0
RKTN,1
RKTU,1
RKTY,0
ROAH,1
RODE,0
RODN,1
ROIG,1
ROKJ,0
ROMD,1
ROMY,1
RORK,0
RORS,1
RORY,0
ROTM,0
ROYN,0
RPLL,1
RPMB,0
RPMC,0
RPML,0
RPMM,1
RPMP,1
RPMR,1
RPMS,1
RPMZ,1
RPUB,1
RPUD,1
RPUF,0
RPUG,0
RPUH,1
RPUI,1
RPUL,0
RPUM,0
RPUN,0
RPUO,0
RPUP,0
RPUQ,1
RPUS,0
RPUT,1
RPUV,1
RPUW,0
RPUY,0
RPUZ,0
RPVA,1
RPVB,0
RPVC,0
RPVD,1
RPVF,1
RPVG,1
RPVI,0
RPVK,0
RPVM,1
RPVO,0
RPVP,1
RPVR,1
RPVS,0
SAAC,1
SAAG,1
SAAI,1
SAAJ,1
SAAP,1
SAAR,1
SAAV,1
SABE,1
SACC,0
SACO,1
SACT,0
SADD,0
SADF,1
SADJ,0
SADL,1
SADM,0
SADP,0
SADS,1
SAHC,0
SAHR,1
SAME,1
SAMM,1
SAMQ,0
SAMR,1
SANC,1
SANE,1
SANI,0
SANL,1
SANO,0
SANT,1
SANU,1
SAOC,1
SAOD,1
SAOL,1
SAOM,1
SAOR,1
SAOU,1
SARC,1
SARE,1
SARF,1
SARI,1
SARL,1
SARM,1
SARP,1
SARS,0
SASA,1
SASJ,1
SASO,1
SASQ,1
SAST,1
SATG,0
SATK,1
SATM,0
SATO,0
SATR,0
SATU,0
SAVB,1
SAVC,1
SAVD,0
SAVE,1
SAVH,0
SAVT,1
SAVV,1
SAVY,0
SAWA,0
SAWB,0
SAWD,1
SAWE,1
SAWG,1
SAWH,1
SAWJ,1
SAWS,0
SAWT,0
SAWU,0
SAZB,1
SAZC,0
SAZD,1
SAZF,0
SAZG,1
SAZH,1
SAZI,0
SAZL,0
SAZM,1
SAZN,1
SAZO,0
SAZP,0
SAZR,1
SAZS,1
SAZT,1
SAZV,0
SAZW,1
SAZY,0
SBAA,1
SBAF,1
SBAM,0
SBAQ,0
SBAR,1
SBAS,0
SBAT,1
SBAU,0
SBAV,0
SBBE,1
SBBG,0
SBBH,1
SBBI,1
SBBQ,1
SBBR,1
SBBU,1
SBBV,1
SBBW,1
SBCA,1
SBCC,1
SBCF,1
SBCG,1
SBCH,1
SBCI,0
SBCM,1
SBCO,1
SBCP,1
SBCR,1
SBCT,1
SBCV,0
SBCX,0
SBCY,1
SBCZ,1
SBDN,1
SBEG,1
SBEK,0
SBES,1
SBFC,1
SBFI,1
SBFL,1
SBFN,1
SBFT,0
SBFU,0
SBFZ,1
SBGL,1
SBGM,1
SBGO,1
SBGR,1
SBGS,1
SBGW,1
SBHT,1
SBIC,0
SBIH,1
SBIL,1
SBIP,0
SBIT,0
SBIZ,1
SBJC,1
SBJF,1
SBJP,1
SBJV,1
SBKP,1
SBLJ,0
SBLN,0
SBLO,1
SBLP,1
SBLS,1
SBMA,1
SBMD,1
SBMG,1
SBMK,1
SBML,0
SBMN,1
SBMO,1
SBMQ,1
SBMS,1
SBMT,1
SBMY,1
SBNF,1
SBNM,0
SBNT,1
SBOI,1
SBPA,1
SBPB,1
SBPC,1
SBPF,1
SBPK,1
SBPL,1
SBPN,0
SBPP,1
SBPV,1
SBQV,1
SBRB,1
SBRF,1
SBRG,1
SBRJ,1
SBRP,1
SBSC,1
SBSJ,1
SBSL,1
SBSM,1
SBSP,1
SBSR,0
SBST,1
SBSV,1
SBTB,0
SBTE,1
SBTF,1
SBTK,1
SBTL,0
SBTS,0
SBTT,1
SBTU,1
SBUA,1
SBUF,1
SBUG,1
SBUL,1
SBUP,0
SBUR,1
SBVG,0
SBVH,1
SBVT,1
SBYA,0
SBYS,1
SCAC,0
SCAP,1
SCAR,1
SCBA,1
SCBQ,0
SCCC,0
SCCF,1
SCCH,1
SCCI,1
SCCY,1
SCDA,1
SCEL,1
SCFA,1
SCFM,0
SCGE,1
SCGZ,0
SCHA,0
SCIC,1
SCIE,1
SCIP,1
SCJO,1
SCLL,0
SCRG,0
SCRM,1
SCSE,1
SCSN,1
SCST,0
SCTB,1
SCTC,1
SCTE,1
SCTI,0
SCTN,0
SCVD,1
SEAM,0
SECM,0
SECO,0
SECU,0
SEGS,0
SEGU,1
SEGZ,0
SEIB,0
SELA,0
SELJ,0
SELM,1
SELT,1
SEMA,0
SEMC,0
SEMH,0
SEMO,0
SEMT,1
SEMX,0
SEMY,0
SEPD,0
SEPV,0
SEQU,1
SERB,0
SERO,0
SESA,0
SESD,0
SEST,0
SETA,0
SETE,1
SETR,0
SETU,0
SFAL,0
SGAS,1
SGAY,0
SGCO,1
SGFI,0
SGIB,1
SGME,1
SGPI,1
SKAR,1
SKAS,0
SKBC,0
SKBG,1
SKBO,1
SKBQ,1
SKBS,0
SKBU,0
SKCC,1
SKCD,1
SKCG,1
SKCL,1
SKCO,0
SKCZ,1
SKEJ,1
SKFL,0
SKGI,0
SKGO,0
SKGP,0
SKGY,0
SKIB,1
SKIP,1
SKLC,1
SKLM,1
SKLT,1
SKMD,1
SKMG,0
SKMR,1
SKMU,0
SKMZ,1
SKNV,1
SKOC,0
SKOT,0
SKPB,0
SKPC,1
SKPE,1
SKPI,0
SKPP,0
SKPS,1
SKPV,1
SKQU,0
SKRG,1
SKRH,1
SKSA,0
SKSJ,0
SKSM,1
SKSP,1
SKSV,0
SKTD,0
SKTM,0
SKTU,0
SKUC,1
SKUI,1
SKUL,0
SKVP,1
SKVV,1
SKYP,0
SLAP,0
SLAS,1
SLBJ,0
SLCA,1
SLCB,1
SLCH,0
SLCN,0
SLCO,1
SLCP,1
SLGY,0
SLJO,1
SLLP,1
SLMG,1
SLOR,1
SLPO,0
SLPS,1
SLRA,1
SLRB,1
SLRI,1
SLRQ,1
SLRY,1
SLSA,1
SLSB,1
SLSI,1
SLSM,1
SLSU,1
SLTI,1
SLTJ,1
SLTR,1
SLVR,1
SMJP,1
SMZO,1
SOCA,1
SOOG,1
SPAC,1
SPAS,1
SPAY,0
SPBB,0
SPBC,0
SPBR,1
SPCL,1
SPEO,0
SPEP,0
SPEQ,0
SPGM,0
SPHI,1
SPHO,1
SPHY,1
SPHZ,0
SPIM,1
SPJI,0
SPJJ,0
SPJL,1
SPJN,0
SPJR,1
SPLO,0
SPLP,0
SPME,1
SPMS,1
SPNC,1
SPOL,1
SPPY,0
SPQT,1
SPQU,1
SPRM,0
SPRU,1
SPSO,1
SPST,1
SPTN,1
SPTP,0
SPTU,1
SPUR,1
SPYL,1
SPZA,1
SPZO,1
SUAA,1
SUAG,1
SUCA,1
SUDU,1
SULS,1
SUMO,0
SUMU,1
SUPE,0
SUPU,0
SURV,0
SUSO,1
SUTB,0
SVAC,1
SVAN,0
SVAT,0
SVBC,1
SVBI,1
SVBL,0
SVBM,1
SVBS,1
SVCB,1
SVCD,0
SVCJ,0
SVCL,0
SVCN,1
SVCO,1
SVCP,0
SVCR,1
SVCS,0
SVCU,1
SVCZ,0
SVED,0
SVEZ,0
SVGD,1
SVGI,1
SVGU,1
SVHG,0
SVIE,1
SVJC,1
SVJM,1
SVLF,1
SVLO,0
SVMC,1
SVMD,1
SVMG,1
SVMI,1
SVMT,1
SVPA,1
SVPC,1
SVPM,1
SVPR,0
SVPT,1
SVSA,1
SVSB,0
SVSO,1
SVSP,1
SVSR,1
SVST,0
SVSZ,1
SVTC,0
SVTM,0
SVVA,1
SVVG,1
SVVL,1
SVVP,1
SYKM,0
SYLD,1
SYLT,0
TAPA,1
TBPB,1
TDCF,1
TDPD,1
TFFF,1
TFFG,1
TFFJ,0
TFFM,1
TFFR,1
TGPY,1
TIST,1
TISX,1
TJBQ,1
TJFA,1
TJIG,1
TJMZ,1
TJNR,1
TJPS,1
TJSJ,1
TKPK,1
TKPN,1
TLPC,1
TLPL,1
TNCA,1
TNCB,1
TNCC,1
TNCE,1
TNCM,1
TQPF,1
TRPM,0
TTCP,1
TTPP,1
TUPJ,1
TVSB,0
TVSC,1
TVSM,1
TVSV,1
UAAA,1
UAAH,0
UACC,1
UAFM,1
UAFO,1
UAII,1
UAKD,1
UARR,1
UASS,0
UATE,1
UATT,1
UAUU,1
UBBB,1
UEEA,0
UEEE,1
UERP,1
UGEE,0
UGGG,0
UGSS,0
UHBB,1
UHHH,1
UHMA,1
UHMD,1
UHMM,1
UHMP,0
UHPP,1
UHSH,1
UHSS,1
UHWW,1
UIAA,1
UIBB,1
UIII,1
UIUU,1
UKBB,1
UKCC,1
UKDD,1
UKFF,1
UKHH,1
UKKK,1
UKLL,1
UKLN,1
UKOO,1
ULLI,1
ULMM,1
UMGG,1
UMII,1
UMKK,1
UMMM,1
UMMS,1
UNAA,1
UNBB,1
UNEE,1
UNOO,1
URKK,1
URML,1
URMM,1
URMT,1
URRR,1
URSS,1
URWA,1
URWW,1
USCC,1
USCM,1
USDD,1
USNN,1
USPP,1
USRR,1
USSS,1
USTO,0
USUU,0
UTAA,1
UTAK,1
UTAV,1
UTDD,1
UTNN,1
UTSB,1
UTSS,1
UTST,1
UTTT,1
UUBP,0
UUEE,1
UUEM,1
UUOO,0
UUWW,1
UUYY,1
UWKD,1
UWOO,1
UWPP,1
UWUU,1
UWWW,1
VAAH,1
VAAK,0
VAAU,1
VABB,1
VABI,0
VABJ,1
VABM,1
VABO,1
VABP,1
VABV,0
VADN,0
VADS,0
VAGO,0
VAID,1
VAJB,1
VAJJ,0
VAJM,0
VAKE,0
VAKJ,0
VAKP,0
VAKS,0
VANP,1
VANR,0
VAPO,0
VAPR,0
VARK,1
VARP,0
VASL,1
VASU,0
VAUD,1
VCBI,1
VCCA,1
VCCB,1
VCCC,1
VCCG,0
VCCJ,0
VCCT,1
VCCW,0
VDBG,1
VDKH,0
VDPP,1
VDSR,1
VDST,0
VEAN,0
VEAT,1
VEAZ,0
VEBD,1
VEBG,0
VEBK,0
VEBS,1
VECC,1
VECO,0
VEDB,0
VEDZ,0
VEGK,1
VEGT,1
VEGY,1
VEHK,0
VEIM,1
VEJH,1
VEJP,0
VEJS,1
VEJT,0
VEKM,0
VEKR,0
VEKU,0
VELR,1
VEMN,1
VEMZ,1
VENP,0
VEPG,0
VEPH,0
VEPT,1
VEPU,0
VERC,1
VERK,0
VEUK,0
VEZO,0
VGCB,1
VGEG,1
VGIS,1
VGJR,1
VGRJ,1
VGSD,0
VGSY,1
VGTJ,1
VGZR,0
VHHH,1
VHSK,1
VIAG,1
VIAL,1
VIAR,1
VIBK,0
VIBL,0
VIBN,1
VIBR,0
VIBT,0
VIBW,0
VIBY,1
VICG,0
VICX,0
VIDD,1
VIDN,0
VIDP,1
VIGN,0
VIGR,1
VIHR,1
VIJN,0
VIJO,1
VIJP,1
VIJR,0
VIJU,1
VIKA,0
VIKO,1
VILD,0
VILH,0
VILK,1
VIPK,0
VIPL,0
VIPT,0
VIRB,0
VISM,0
VISP,1
VISR,0
VLHS,0
VLLB,1
VLPS,0
VLPV,0
VLSK,1
VLVT,1
VMMC,1
VNBW,0
VNCG,0
VNJP,0
VNKT,1
VNNG,0
VNPK,0
VNSI,0
VNVT,0
VOAT,0
VOBG,0
VOBR,0
VOBZ,0
VOCB,1
VOCL,1
VOCP,0
VOCX,0
VODG,1
VOHY,1
VOMD,0
VOML,1
VOMM,1
VONS,0
VOPB,0
VORY,0
VOSM,0
VOTJ,1
VOTP,0
VOTR,1
VOTV,1
VOTX,1
VOWA,0
VQPR,1
VRMM,1
VTBD,0
VTBK,0
VTBL,0
VTBU,1
VTBW,0
VTCB,0
VTCL,1
VTCP,1
VTPH,1
VTPI,0
VTPL,0
VTPM,1
VTPN,0
VTPP,1
VTPU,0
VTPY,0
VTSC,1
VTSG,1
VTSH,1
VTSK,0
VTSM,1
VTSN,1
VTSP,1
VTSR,0
VTSS,1
VTST,1
VTSY,0
VTUD,1
VTUI,1
VTUJ,0
VTUL,1
VTUN,1
VTUP,1
VTUW,1
VVDN,1
VVNB,1
VVNT,1
VVTS,1
VYBG,0
VYBM,0
VYCI,0
VYDW,0
VYHH,0
VYKG,0
VYKL,0
VYKP,0
VYKT,0
VYLK,0
VYLS,0
VYLY,0
VYMD,1
VYME,0
VYMK,0
VYMM,0
VYMO,0
VYMS,0
VYNP,0
VYNS,0
VYPA,0
VYPN,0
VYPT,0
VYPY,0
VYST,0
VYSW,1
VYTD,0
VYTL,0
VYTO,0
VYYY,1
WAAA,1
WAAL,1
WAAM,0
WAAS,0
WAAT,0
WAAU,1
WABB,1
WABI,1
WABP,0
WAJJ,1
WAJW,1
WAKK,1
WAMG,1
WAMH,1
WAML,1
WAMM,1
WAMP,1
WAMT,1
WAMW,1
WAPL,0
WAPP,1
WASK,1
WASR,0
WASS,1
WBGB,1
WBGG,1
WBGM,1
WBGR,1
WBGS,1
WBKD,1
WBKK,1
WBKL,1
WBKW,1
WBSB,1
WIAA,1
WIAM,0
WIAR,0
WIAS,0
WIBB,1
WIBD,0
